id_herb,nama_herb,nama_latin,nama_lokal,link_gambar,deskripsi_khasiat,mengatasi_gejala,komposisi
62,Kucing-kucingan,Acalypha indica,"""Rumput Kucing (Jawa)"", ""Daun Kucing (Sunda)"", ""Daun Kucingan (Sumatera)"", ""Akar Kucing (Aceh)"", ""Kucing Alas (Sulawesi)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/kucing-kucingan.jpg,"tanaman kecil dengan daun berbentuk lonjong dan bunga kecil berwarna hijau. Tumbuh subur di daerah tropis, tanaman ini sering ditemukan di sekitar pekarangan atau kebun. Daunnya mengandung senyawa aktif yang memiliki sifat antiinflamasi dan antiseptik. Khasiatnya meliputi membantu mengobati gatal-gatal, mempercepat penyembuhan luka ringan, dan mengurangi bengkak. Tanaman ini juga sering digunakan sebagai obat alami untuk gangguan kulit dan luka bakar ringan.","""Sakit kepala"", ""Mual"", ""Susah tidur"", ""Nyeri otot"", ""Stres""","Flavonoid, saponin, alkaloid, tanin."
63,Kumis kucing,Orthosiphon aristatus,"""Songot Koceng (Jawa)"", ""Daun Kumis (Sunda)"", ""Daun Kumis Kucing (Sumatera)"", ""Rumput Kucing (Sulawesi)"", ""Koceng Laut (Aceh)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/kumis-kucing.jpg,"tanaman semak kecil dengan daun bergerigi yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif yang membantu melancarkan saluran kemih dan mengurangi gejala batu ginjal. Dalam pengobatan herbal, sering digunakan untuk mengatasi peradangan, meningkatkan fungsi ginjal, dan meredakan nyeri sendi. Khasiat lainnya meliputi membantu menurunkan tekanan darah dan meningkatkan imunitas. Tanaman ini juga sering diracik menjadi teh herbal yang menyegarkan.","""Sering buang air kecil"", ""Nyeri saat buang air kecil"", ""Pembengkakan"", ""Perut kembung"", ""Nyeri punggung""","Flavonoid, saponin, tanin, kalium."
64,Kunci pepet,Boesenbergia rotunda,"""Temu Kunci (Jawa)"", ""Daun Pepet (Sunda)"", ""Kunci Tanah (Sumatera)"", ""Pepet Jawi (Aceh)"", ""Kunci Limo (Sulawesi)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/kucing-pepet.jpg,"tanaman rimpang dengan batang kecil yang memiliki aroma khas dan rasa pedas. Tanaman ini tumbuh subur di daerah tropis dengan tanah yang lembap dan subur. Kandungannya kaya akan minyak atsiri dan senyawa antibakteri alami. Khasiatnya meliputi membantu memperlancar pencernaan, meredakan batuk, dan mengatasi perut kembung. Selain itu, tanaman ini juga sering digunakan untuk meningkatkan nafsu makan dan menjaga kesehatan saluran pernapasan.","""Perut kembung"", ""Mual"", ""Tidak nafsu makan"", ""Nyeri haid"", ""Bau mulut""","Minyak atsiri, flavonoid, saponin, tanin."
65,Kunyit ,Curcuma longa,"""Kunir (Jawa)"", ""Kunyir (Sunda)"", ""Kuningan (Sumatera)"", ""Unir (Sulawesi)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/kunyit.jpg,"tanaman rimpang dengan warna kuning terang yang memiliki rasa dan aroma khas. Tumbuh subur di daerah tropis, tanaman ini sering digunakan sebagai bahan masakan dan obat tradisional. Kandungannya kaya akan kurkumin, senyawa yang memiliki sifat antiinflamasi dan antioksidan. Khasiatnya meliputi membantu memperbaiki fungsi hati, mengurangi nyeri sendi, dan meningkatkan kesehatan pencernaan. Selain itu, tanaman ini juga dikenal efektif untuk menjaga kesehatan kulit dan melawan infeksi ringan.","""Pembengkakan"", ""Nyeri sendi"", ""Kulit iritasi"", ""Perut kembung"", ""Jerawat""","Kurkumin, minyak atsiri, flavonoid, tanin."
66,Lada hitam,Piper nigrum,"""Merica (Jawa)"", ""Sahang (Sumatera)"", ""Padi Lada (Sunda)"", ""Sahang Hitam (Aceh)"", ""Lada Besar (Sulawesi)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/lada-hitam.jpg,"tanaman merambat dengan batang kayu yang menghasilkan buah kecil berwarna hijau tua hingga hitam. Buahnya memiliki rasa pedas dan sering digunakan sebagai bumbu masakan serta bahan obat tradisional. Kaya akan senyawa piperin, tanaman ini memiliki sifat antioksidan dan antiinflamasi yang baik untuk kesehatan. Khasiatnya meliputi membantu meningkatkan metabolisme tubuh, meredakan flu, dan memperbaiki sirkulasi darah. Selain itu, tanaman ini juga dipercaya dapat meningkatkan daya tahan tubuh dan mengurangi rasa nyeri.","""Pilek"", ""Batuk"", ""Perut kembung"", ""Sakit kepala"", ""Mual""","Piperin, minyak atsiri, flavonoid, tanin."
67,Legundi,Vitex trifolia,"""Ligundi (Jawa)"", ""Lugundi (Sulawesi)"", ""Langgundi (Maluku)"", ""Gligundi (Sunda)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/legundi.jpg,"tanaman obat yang daunnya sering digunakan dalam pengobatan tradisional untuk mengatasi batuk dan demam. Daunnya mengandung senyawa bioaktif yang dikenal memiliki sifat antimikroba dan antiinflamasi. Khasiatnya meliputi membantu meredakan sakit kepala, memperbaiki kesehatan saluran pernapasan, dan meningkatkan daya tahan tubuh. Selain itu, tanaman ini juga dipercaya memiliki efek menenangkan.","""Batuk"", ""Nyeri otot"", ""Luka"", ""Sakit tenggorokan"", ""Kelelahan""","Minyak atsiri, flavonoid, iridoid."
68,Lengkuas,Alpinia galanga,"""Laja (Sunda)"", ""Laos (Jawa)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/lengkuas.jpg,"tanaman herbal dengan rimpang yang sering digunakan sebagai bumbu masakan dan obat tradisional. Rimpangnya kaya akan senyawa bioaktif yang diketahui memiliki sifat antiinflamasi dan antimikroba. Khasiatnya meliputi membantu mengatasi masalah pencernaan, meredakan nyeri otot, dan meningkatkan nafsu makan. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan tubuh secara keseluruhan.","""Mual"", ""Sakit kepala"", ""Nyeri otot"", ""Pilek"", ""Tidak nafsu makan""","Minyak atsiri, galangin, alpinin."
69,Lidah buaya,Aloe vera,"""Ilat Baya (Jawa)"", ""Letah Buaya (Sunda)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/lidah-buaya.jpg,"tanaman sukulen yang gel daunnya sering digunakan dalam produk perawatan kulit dan kesehatan. Daunnya mengandung senyawa bioaktif yang diketahui memiliki sifat antiinflamasi dan melembapkan. Khasiatnya meliputi membantu meredakan iritasi kulit, mempercepat penyembuhan luka, dan meningkatkan kesehatan pencernaan. Selain itu, tanaman ini juga dipercaya dapat menjaga keseimbangan hidrasi kulit.","""Luka bakar ringan"", ""Iritasi kulit"", ""Jerawat"", ""Kulit terbakar"", ""Kulit kering""","Aloin, barbaloin, vitamin, mineral."
70,Mahkota dewa,Phaleria macrocarpa,"""Simalakama (Jawa)"", ""Pau (Sumatera)"", ""Raja Obat (Banten)"", ""Makuta Raja (Sunda)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/mahkota-dewa.jpg,"tanaman dengan buah yang sering digunakan dalam pengobatan tradisional untuk berbagai penyakit. Buahnya mengandung senyawa bioaktif yang memiliki sifat antikanker dan antidiabetes. Khasiatnya meliputi membantu menurunkan kadar gula darah, meningkatkan kekebalan tubuh, dan mengurangi peradangan. Selain itu, tanaman ini juga dipercaya memiliki efek detoksifikasi.","""Nyeri haid"", ""Stres"", ""Jerawat"", ""Sakit kepala"", ""Demam""","Alkaloid, saponin, flavonoid."
71,Mahoni,Swietenia mahagoni,"""Huni (Jawa)"", ""Maoni (Sumatra)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/mahoni.jpg,"tanaman dengan biji yang digunakan untuk mengatasi berbagai masalah kesehatan. Biji mahoni mengandung senyawa bioaktif dengan sifat antioksidan dan antidiabetes. Khasiatnya meliputi membantu menurunkan tekanan darah, mengontrol kadar gula darah, dan meningkatkan sirkulasi darah. Selain itu, tanaman ini juga dipercaya dapat memperbaiki metabolisme tubuh.","""Mual"", ""Kelelahan"", ""Nyeri haid"", ""Demam"", ""Sakit kepala""","Saponin, flavonoid, alkaloid."
72,Manggis,Garcinia mangostana,"""Manggu (Jawa)"", ""Manggus (Lampung)"", ""Manggusto (Sulawesi)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/manggis.jpg,"tanaman buah dengan kulit buah yang sering digunakan dalam pengobatan tradisional. Kulit buahnya mengandung senyawa bioaktif yang memiliki sifat antioksidan dan antikanker. Khasiatnya meliputi membantu meningkatkan daya tahan tubuh, mengurangi peradangan, dan melindungi kesehatan jantung. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan kulit.","""Sakit kepala"", ""Jerawat"", ""Imun lemah"", ""Gangguan pencernaan"", ""Kolesterol""","Xanthone, tanin, antosianin."
73,Melati,Jasminum sambac,"""Malate (Madura)"", ""Menuh (Bali)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/melati.jpg,"tanaman hias dengan bunga kecil yang beraroma harum. Bunganya mengandung senyawa bioaktif dengan sifat antidepresan dan antimikroba. Khasiatnya meliputi membantu menenangkan pikiran, meredakan stres, dan meningkatkan kualitas tidur. Selain itu, tanaman ini juga sering digunakan sebagai aromaterapi.","""Mual"", ""Sakit perut"", ""Kelelahan"", ""Stres"", ""Nyeri haid""","Minyak atsiri, indol, linalool."
74,Mengkudu,Morinda citrifolia,"""Pace (Jawa)"", ""Cengkudu (Sunda)"", ""Kodhuk (Madura)"", ""Wengkudu (Bali)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/mengkudu.jpg,"tanaman buah yang sering digunakan dalam pengobatan tradisional untuk meningkatkan kesehatan. Buahnya mengandung senyawa bioaktif yang memiliki sifat antimikroba dan antiinflamasi. Khasiatnya meliputi membantu meningkatkan sistem kekebalan tubuh, mengurangi nyeri sendi, dan menjaga fungsi hati. Selain itu, tanaman ini juga dipercaya mampu mengatasi masalah pernapasan.","""Sembelit"", ""Nyeri otot"", ""Sariawan"", ""Kulit berminyak"", ""Stres""","Scopoletin, terpenoid, iridoid."
75,Murbei,Morus alba,"""Arben (Sunda)"", ""Murbai (Jawa)"", ""Kerta, Kitau (Sumatera)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/murberi.jpg,"tanaman perdu yang daunnya sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif yang memiliki sifat antidiabetes dan antihipertensi. Khasiatnya meliputi membantu menurunkan kadar gula darah, menjaga kesehatan mata, dan memperbaiki fungsi metabolisme. Selain itu, tanaman ini juga sering digunakan sebagai pakan ulat sutra.","""Stres"", ""Gangguan pencernaan"", ""Nyeri otot"", ""Kulit gatal"", ""Sakit kepala""","Flavonoid, alkaloid, morusin."
76,Nanas,Ananas comosus,"""Manas (Bali)"", ""Nanati (Gorontalo)"", ""Hanas (Batak)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/nanas.jpg,"tanaman buah tropis yang sering dikonsumsi untuk kesehatan. Buahnya mengandung enzim bromelain yang memiliki sifat antiinflamasi dan membantu pencernaan. Khasiatnya meliputi membantu meredakan nyeri sendi, mempercepat penyembuhan luka, dan meningkatkan imunitas. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan kulit.","""Tidak nafsu makan"", ""Sembelit"", ""Sakit tenggorokan"", ""Kulit kering"", ""Kulit gatal""","Bromelain, vitamin C, mangan."
77,Nona makan sirih,Annona squamosa,"""Sarikaya (Kalimantan)"", ""Kembang Loro Ati (Jawa)"", ""Bunga Nyonya Nginang (Batak)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/nona-makan-sirih.jpg,"tanaman buah tropis dengan rasa manis yang khas. Biji buahnya sering digunakan dalam pengobatan tradisional untuk mengatasi gangguan kulit. Khasiatnya meliputi membantu melindungi sistem imun, mengurangi risiko infeksi, dan memperbaiki kesehatan kulit. Selain itu, tanaman ini juga dipercaya memiliki efek menenangkan.","""Nyeri sendi"", ""Iritasi kulit"", ""Kram perut"", ""Sakit tenggorokan"", ""Stres""","Annonacin, tanin, saponin"
78,Pacar air,Impatiens balsamina,"""Pacar Cai, Pacar Banyu (Jawa)"", ""Lahine (Sumatra)"", ""Kolondingi Unggaagu (Gorontalo)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/pacar-air.jpg,"tanaman hias dengan bunga berwarna cerah yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif yang memiliki sifat antimikroba dan antiinflamasi. Khasiatnya meliputi membantu mempercepat penyembuhan luka, meredakan nyeri, dan mengatasi infeksi ringan. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan kulit.","""Demam"", ""Kulit gatal"", ""Luka bakar ringan"", ""Nyeri sendi"", ""Sakit tenggorokan""","Flavonoid, saponin, tanin"
79,Pacar cina,Aglaia odorata,"""Culan (Sunda, Sumatra)"", ""Pacar Culam (Jawa)"", ""Bunga Maniran (Kalimantan)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/pacar-cina.jpg,"tanaman hias dengan bunga kecil yang harum. Bunganya sering digunakan sebagai pewangi alami dan dalam pengobatan tradisional. Khasiatnya meliputi membantu menenangkan pikiran, meredakan stres, dan meningkatkan kualitas tidur. Selain itu, tanaman ini juga dipercaya mampu memperbaiki suasana hati.","""Pilek"", ""Luka bakar ringan"", ""Kulit gatal"", ""Sakit kepala"", ""Batuk""","Minyak atsiri, flavonoid, saponin"
80,Padi,Oryza sativa,"""Bira (Maluku)"", ""Bore (Sulawesi)"", ""Pari (Jawa)"", ""Padeng (Bali)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/padi.jpg,"tanaman pangan utama yang bijinya menjadi sumber karbohidrat penting. Air rebusan beras atau tajin sering digunakan dalam pengobatan tradisional. Khasiatnya meliputi membantu mengatasi diare, meningkatkan energi, dan memperbaiki kesehatan kulit. Selain itu, tanaman ini juga dipercaya mampu menjaga keseimbangan gizi tubuh.","""Perut kembung"", ""Dehidrasi"", ""Pilek"", ""Demam"", ""Iritasi kulit""","Karbohidrat, vitamin B, mineral"
81,Pala,Myristica fragrans,"""Pela (Maluku)"", ""Palo (Sulawesi)"", ""Kembang Pala (Jawa)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/pala.jpg,"tanaman rempah yang bijinya sering digunakan sebagai bumbu dan obat tradisional. Bijinya mengandung senyawa bioaktif dengan sifat antimikroba dan karminatif. Khasiatnya meliputi membantu meredakan perut kembung, meningkatkan nafsu makan, dan mengurangi stres. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan pencernaan.",""" Tidak nafsu makan"", ""Pusing"", ""Perut kembung"", ""Nyeri sendi"", ""Sakit kepala""","Myristicin, safrole, eugenol"
82,Pandan,Pandanus amaryllifolius,"""Rampe (Bali)"", ""Pondago (Sulawesi)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/pandan.jpg,"tanaman tropis yang daunnya sering digunakan sebagai pewarna dan pewangi alami dalam masakan. Daunnya mengandung senyawa bioaktif dengan sifat antimikroba dan antioksidan. Khasiatnya meliputi membantu meredakan stres, meningkatkan nafsu makan, dan memperbaiki kesehatan pencernaan. Selain itu, tanaman ini juga dipercaya memiliki efek menenangkan dan menyegarkan.","""Stres"", ""Perut kembung"", ""Iritasi kulit"", ""Bau badan"", ""Bau mulut""","Minyak atsiri, alkaloid, tanin"
83,Pare,Momordica charantia,"""Paria (Sunda)"", ""Kambeh (Sumatera)"", ""Poya (Sulawesi)"", ""Pepule (Nusa Tenggara)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/pare.jpg,"tanaman sayuran dengan buah yang khas dan rasa pahit. Buahnya mengandung senyawa bioaktif yang dikenal memiliki sifat antidiabetes dan antioksidan. Khasiatnya meliputi membantu menurunkan kadar gula darah, meningkatkan kekebalan tubuh, dan melancarkan pencernaan. Selain itu, tanaman ini juga dipercaya dapat memperbaiki fungsi hati.","""Sembelit"", ""Bau badan"", ""Kolesterol"", ""Jerawat"", ""Mual""","Charantin, vicine, polipeptida-p"
84,Pegagan,Centella asiatica,"""Antanan (Sunda)"", ""Kos Tekosan (Madura)"", ""Kori-korin (Halmahera)"", ""Dau Tungke (Bugis)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/pegagan.jpg,"tanaman herbal dengan daun kecil yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif yang dikenal memiliki sifat antiinflamasi dan penenang. Khasiatnya meliputi membantu meningkatkan konsentrasi, mempercepat penyembuhan luka, dan mengurangi stres. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan kulit.","""Stres"", ""Jerawat"", ""Nyeri otot"", ""Sakit kepala"", ""Mual""","Asiaticoside, madecassoside, triterpenoid"
85,Pepaya,Carica papaya,"""Gedang (Sunda)"", ""Kates, Gandul (Jawa)"", ""Kapaya (Sulawesi)"", ""Papas (Ambon)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/pepaya.jpg,"tanaman buah tropis yang buah dan daunnya sering digunakan dalam pengobatan tradisional. Buahnya mengandung enzim papain yang membantu melancarkan pencernaan. Khasiatnya meliputi membantu meningkatkan imunitas, meredakan nyeri perut, dan mempercepat penyembuhan luka. Selain itu, daun pepaya juga dipercaya mampu meningkatkan jumlah trombosit.","""Bau badan"", ""Sakit tenggorokan"", ""Gangguan pencernaan"", ""Kulit kering"", ""Kelelahan""","Papain, karpain, vitamin A"
86,Petai,Parkia speciosa,"""Pateh (Ambon)"", ""Patai (Minangkabau)"", ""Peteuy (Sunda)"", ""Peteh (Madura)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/petai.jpg,"tanaman tropis yang bijinya sering dikonsumsi sebagai lalapan. Biji petai mengandung senyawa bioaktif yang memiliki sifat diuretik dan antioksidan. Khasiatnya meliputi membantu melancarkan buang air kecil, mengontrol tekanan darah, dan menjaga kesehatan ginjal. Selain itu, tanaman ini juga dipercaya mampu meningkatkan stamina.","""Kelelahan"", ""Sembelit"", ""Kulit gatal"", ""Pusing"", ""Perut kembung""","Asam amino, vitamin C, tiamin"
87,Pinang,Areca catechu,"""Jambe (Jawa)"", ""Kahat (Kalimantan)"", ""Batang Mayang (Sumatera)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/pinang.jpg,"tanaman palma yang bijinya sering digunakan dalam pengobatan tradisional. Biji pinang mengandung senyawa bioaktif yang dikenal memiliki sifat anthelmintik dan stimulan. Khasiatnya meliputi membantu mengatasi cacingan, meningkatkan energi, dan menjaga kesehatan gigi. Selain itu, tanaman ini juga dipercaya mampu memperbaiki sistem metabolisme tubuh.","""Pusing"", ""Bau badan"", ""Sakit tenggorokan"", ""Kelelahan"", ""Sembelit""","Arecoline, tanin, alkaloid"
88,Putri malu,Mimosa pudica,"""Tara Dewa (Sumba)"", ""Sikerput (Batak)"", ""Padang Getap (Bali)"", ""Rondo Kagit (Sunda)"", ""Todusan (Madura)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/putri-malu.jpg,"tanaman perdu yang sering digunakan dalam pengobatan tradisional untuk menenangkan pikiran. Daunnya mengandung senyawa bioaktif yang dikenal memiliki sifat antimikroba dan penenang. Khasiatnya meliputi membantu mengatasi insomnia, meredakan nyeri, dan meningkatkan kualitas tidur. Selain itu, tanaman ini juga dipercaya mampu memperbaiki suasana hati.","""Pusing"", ""Nyeri otot"", ""Stres"", ""Perut kembung"", ""Sakit kepala""","Mimosin, tanin, alkaloid"
89,Rambutan,Nephelium lappaceum,"""Corogol (Jawa)"", ""Sagalong (Kalimantan)"", ""Lahi (Nusa Tenggara)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/rambutan.jpg,"tanaman buah tropis dengan kulit berbulu yang sering dikonsumsi. Buahnya kaya akan vitamin C dan senyawa bioaktif dengan sifat antioksidan. Khasiatnya meliputi membantu meningkatkan daya tahan tubuh, melindungi kesehatan kulit, dan memperbaiki fungsi pencernaan. Selain itu, tanaman ini juga dipercaya mampu menurunkan kadar kolesterol.","""Sakit tenggorokan"", ""Gangguan pencernaan"", ""Kulit gatal"", ""Kelelahan"", ""Batuk""","Vitamin C, flavonoid, saponin"
90,Rincik Bumi,Phyllanthus niruri,"""Sangga Langit (Jawa)"", ""Rumput Inggu (Sulawesi)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/rincik-bumi.jpg,"tanaman herbal kecil yang sering digunakan untuk kesehatan ginjal dan hati. Daunnya mengandung senyawa bioaktif yang dikenal memiliki sifat antiradang dan antimikroba. Khasiatnya meliputi membantu meluruhkan batu ginjal, meningkatkan kekebalan tubuh, dan memperbaiki fungsi hati. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan saluran kemih.","""Demam"", ""Mual"", ""Batuk"", ""Sakit kepala"", ""Nyeri sendi""","Lignan, flavonoid, tanin"
91,Rumput Mutiara,Hedyotis corymbosa,"""Urek-urek Polo (Jawa)"", ""Pengka (Makassar)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/rumput-mutiara.jpg,"tanaman herbal kecil yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antimikroba dan antiinflamasi. Khasiatnya meliputi membantu meredakan demam, mengatasi infeksi ringan, dan memperbaiki kesehatan hati. Selain itu, tanaman ini juga dipercaya mampu mempercepat penyembuhan luka.","""Luka bakar ringan"", ""Demam"", ""Gangguan pencernaan"", ""Kulit gatal"", ""Stress""","Asam ursolat, flavonoid, iridoid"
92,Ruku-ruku,Ocimum tenuiflorum,"""Kemangi (Jawa)"", ""Solasi (Sumatera)"", ""Urap-Urapan (Bali)"", ""Lampes (Sulawesi)"", ""Regu-Regu (Kalimantan)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/ruku-ruku.jpg,"tanaman aromatik dengan daun kecil yang sering digunakan sebagai lalapan atau obat tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antiseptik dan antioksidan. Khasiatnya meliputi membantu meningkatkan nafsu makan, meredakan stres, dan menjaga kesehatan pencernaan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan kualitas tidur.","""Sakit tenggorokan"", ""Nyeri haid"", ""Jerawat"", ""Nyeri sendi"", ""Kram perut""","Eugenol, linalool, vitamin K"
93,Rosella,Hibiscus sabdariffa,"""Kesew Jawe (Sumatra)"", ""Perambos, Gamet Walanda (Sunda)"", ""Kasturi Roriha (Ternate)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/rosella.jpg,"tanaman herbal dengan kelopak bunga merah yang sering dijadikan minuman sehat. Kelopaknya mengandung senyawa bioaktif dengan sifat antihipertensi dan antioksidan. Khasiatnya meliputi membantu menurunkan tekanan darah, meningkatkan kesehatan jantung, dan menjaga elastisitas kulit. Selain itu, tanaman ini juga dipercaya mampu memperbaiki metabolisme tubuh.","""Sakit kepala"", ""Demam"", ""Mual"", ""Sakit perut"", ""Kelelahan"", ""Kolesterol""","Anthocyanin, vitamin C, asam organik"
94,Remek watu,Hemigraphis alternata,"""Remek Daging, Reundeu Beureum (Sunda)"", ""Keeibeling (Jawa)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/remek-watu.jpg,"tanaman herbal dengan daun berbentuk oval yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antidiabetes dan diuretik. Khasiatnya meliputi membantu meluruhkan batu ginjal, menurunkan kadar gula darah, dan memperbaiki kesehatan saluran kemih. Selain itu, tanaman ini juga dipercaya mampu mempercepat penyembuhan luka.","""Sakit kepala"", ""Nyeri otot"", ""Sakit perut"", ""Kolesterol"", ""Batuk""","Flavonoid, tanin, saponin"
95,Ranggitan,Melastoma malabathricum,"""Rendit Banyu, Ranggitan (Jawa)"", ""Upan-Upan (Bali)"", ""Rai-Rai Fotoheka (Ternate)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/ranggitan.jpg,"tanaman berbunga yang sering digunakan dalam pengobatan tradisional. Bunganya mengandung senyawa bioaktif dengan sifat antiradang dan antimikroba. Khasiatnya meliputi membantu meredakan diare, mengatasi infeksi kulit, dan memperbaiki kesehatan pencernaan. Selain itu, tanaman ini juga dipercaya mampu menjaga keseimbangan mikroflora usus.","""Demam"", ""Sakit kepala"", ""Pusing"", ""Nyeri otot"", ""Sembelit"", ""Batuk""","Tanin, flavonoid, antosianin"
96,Zaitun,Olea europaea,"""Zaitun (Indonesia)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/zaitun.jpg,"tanaman buah dengan minyak yang sering digunakan untuk kesehatan. Minyaknya mengandung senyawa bioaktif dengan sifat antioksidan dan antiinflamasi. Khasiatnya meliputi membantu menjaga kesehatan jantung, meningkatkan elastisitas kulit, dan melindungi tubuh dari radikal bebas. Selain itu, minyak zaitun juga dipercaya mampu menurunkan kadar kolesterol.","""Stres"", ""Kolesterol"", ""Sakit kepala"", ""Perut kembung"", ""Jerawat""","Asam oleat, polifenol, vitamin E"
97,Akar bajakah,Spatholobus littoralis,"""Bajakah (Kalimantan)"", ""Bajakah Kayu (Sulawesi)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/akar-bajakah.jpg,"tanaman herbal dengan akar yang sering digunakan dalam pengobatan tradisional. Akarnya mengandung senyawa bioaktif dengan sifat antikanker dan antioksidan. Khasiatnya meliputi membantu meningkatkan daya tahan tubuh, mengatasi infeksi ringan, dan memperbaiki kesehatan saluran pencernaan. Selain itu, tanaman ini juga dipercaya mampu mempercepat penyembuhan luka.","""Pusing"", ""Demam"", ""Nyeri haid"", ""Perut kembung"", ""Mual"", ""Sakit kepala""","Flavonoid, saponin, tanin"
98,Akar wangi,Vetiveria zizanioides,"""Useur (Gayo)"", ""Usar (Batak)"", ""Akar Babau (Minangkabau)"", ""Akar Banda (Timor)"", ""Iser (Sumatera Utara)"", ""Usa (Makassar)"", ""Usar (Sunda)"", ""Larasetu (Jawa)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/akar-wangi.jpg,"tanaman herbal dengan akar yang sering digunakan sebagai aromaterapi dan obat tradisional. Akarnya mengandung senyawa bioaktif dengan sifat antiseptik dan menenangkan. Khasiatnya meliputi membantu meredakan stres, meningkatkan kualitas tidur, dan menjaga kesehatan kulit. Selain itu, tanaman ini juga dipercaya mampu mengurangi gejala kecemasan.","""Kelelahan"", ""Sakit kepala"", ""Nyeri haid"", ""Tidak nafsu makan"", ""Susah tidur""","Vetiverol, minyak atsiri, tanin"
99,Beluntas,Pluchea indica,"""Luntas (Jawa)"", ""Baluntas (Madura)"", ""Baruntas (Sunda)"", ""Lamutasa (Makassar)"", ""Lenaboui (Timor)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/beluntas.jpg,"tanaman herbal dengan daun kecil yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antimikroba dan antiinflamasi. Khasiatnya meliputi membantu mengatasi bau badan, meredakan nyeri sendi, dan memperbaiki kesehatan pencernaan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan nafsu makan.","""Stres"", ""Perut kembung"", ""Tidak nafsu makan"", ""Kulit gatal"", ""Susah tidur"", ""Pusing""","Flavonoid, tanin, saponin"
